sentence,page,topic,similarity
2つ目は働き方の変 すが、モチベーションを維持し続けることはなかなか ます。,27,労働条件,0.3497
2つ目は働き方の変 すが、モチベーションを維持し続けることはなかなか ます。,27,労働時間,0.3008
"常に自分の内側にあるモチベー んどんチャレンジして、うまくいかなければ、率直に
ともありましたが、経営者となった今は、簡単に休む ションを維持し、またより高めるためには何が大切で 飛良：私は育児中で時短勤務をしており、ワーク・ラ 失敗を認め、その経験を次にいかせばいいのです。",27,児童労働,0.3014
"そうすることで、聞く
天野：大事なことは、どんな仕事であっても与えられ えていましたが、ワークだけで考えるのではなく、 側の納得感はより深まります。",27,児童労働,0.3094
"ただし、周りの女 場でも決定権を持つのは面白い」というものがあり
育児中の女性社員が営業しやすい職場環境を整備す て、臆することなく自分が信じることにチャレンジし 性社員を見るとまだまだ遠慮している部分があると ました。",28,労働条件,0.3453
"ただし、周りの女 場でも決定権を持つのは面白い」というものがあり
育児中の女性社員が営業しやすい職場環境を整備す て、臆することなく自分が信じることにチャレンジし 性社員を見るとまだまだ遠慮している部分があると ました。",28,児童労働,0.3436
"その時に感じたのは、当行には日本企業 部とうまくコミュニケーションをとれる女性社員は活
さがあります。",28,労働時間,0.3393
"テップとして、社員の「働きがい」を高めていくことが課
当行では、人財を育て成長に結び付けることが何よりも 題と捉えています。",29,児童労働,0.3523
"加えて、女性の健康支援を軸とした従業員向 ガイドブックの作成など、職場全体でフォローを行う環境 また、本社および複数の貯金事務センターにおいて、
斎藤 美香子 考えています。",31,健康と安全,0.3247
"育児休業取得率
に選ばれる企業を目指し、2016年にダイバーシティ推進 を獲得しています。",31,児童労働,0.3166
"男性育休平均日数：1か月以上 35.0日
務を担当しており、関係者との事前調整を行 り、気持ちが前向きになりました。",31,労働時間,0.3099
"男性育休平均日数：1か月以上 35.0日
務を担当しており、関係者との事前調整を行 り、気持ちが前向きになりました。",31,児童労働,0.3056
"身のありたい姿や、それを実現するための行動が 年休取得平均日数：18日以上 19.5日
明確になりました。",31,労働時間,0.3156
"サービスを審議する小委員会およびシステムリスクの議 ビ
サイバーセキュリティについて、詳しくはP.88をご覧ください。",32,健康と安全,0.3747
"活用 データ分析の高度化
化・巧妙化が進んでいます。",32,海洋資源の採取と利用,0.3064
"リ スク量計測等の機能高度化、業務効率化 環境変化に対応した強固なセキュリティ態勢の構築
金融機関に対しては、厳しい処分が科されています。",32,気候変動への適応,0.3419
"• 今後も長期間の気候変動の影響を勘案した分析等も継
ナビリティ委員会、経営会議、取締役会へ付議・報告し 化しています。",36,気候変動への適応,0.3328
"当行は日本郵便が保有する 環境配慮型の車両への切り替えを通じて、自社排出量の
実践することを目的に、各種施策を実施しています。",36,気候変動への適応,0.3444
気候変動に伴う財務影響や、開示を拡充すべき内容について意見 の資金提供者の役割を担っており、一般的に投融 いった関わり方も重要だと認識。,37,気候変動,0.3216
気候変動に伴う財務影響や、開示を拡充すべき内容について意見 の資金提供者の役割を担っており、一般的に投融 いった関わり方も重要だと認識。,37,気候変動への適応,0.4024
気候変動に伴う財務影響や、開示を拡充すべき内容について意見 の資金提供者の役割を担っており、一般的に投融 いった関わり方も重要だと認識。,37,気候変動の緩和,0.3211
気候変動に伴う財務影響や、開示を拡充すべき内容について意見 の資金提供者の役割を担っており、一般的に投融 いった関わり方も重要だと認識。,37,水の消費と取水,0.321
気候変動に伴う財務影響や、開示を拡充すべき内容について意見 の資金提供者の役割を担っており、一般的に投融 いった関わり方も重要だと認識。,37,海洋資源の採取と利用,0.308
"リサイクルに係る
食料品C社 自然資本 取り組み状況を確認。",37,生物および食料資源の汚染,0.4442
"リサイクルに係る
食料品C社 自然資本 取り組み状況を確認。",37,海洋資源の使用,0.3487
"リサイクルに係る
食料品C社 自然資本 取り組み状況を確認。",37,海洋資源の採取と利用,0.3707
"リサイクルに係る
食料品C社 自然資本 取り組み状況を確認。",37,循環経済,0.3146
"環境保全団体への寄付 腐敗防止）10原則の実現に向けて、お取引先さまに対し
「ゆうちょ エコ・コミュニケーション」 ても環境社会問題等への配慮をお願いしています。",37,空気の汚染,0.3017
"人権侵害の根絶および被害を受けている社員を早期に 当行の取り組みを客観的に確認するため、ステークホ
救済し、人権侵害のない働きやすい会社を目指す取り組 ルダーの皆さまとの対話を行っています。",38,健康と安全,0.3322
"人権侵害の根絶および被害を受けている社員を早期に 当行の取り組みを客観的に確認するため、ステークホ
救済し、人権侵害のない働きやすい会社を目指す取り組 ルダーの皆さまとの対話を行っています。",38,平等と機会,0.3064
"監督 監査
8 専門委員会 専門的な議論が必要な事項については、経営会議の諮問機関である以下の専門委員会にて協議を行っています。",39,非常に懸念の高い物質,0.3233
"能
サステナビリティ委員会 サステナビリティに関する活動計画の策定およびそれらの進捗状況などに関する協議・報告を行います。",39,健康と安全,0.3454
"的手法）を用いて市場リスクや信用リスクを計量化し、取
定量的な管理については、リスクを計量化して制御す 得リスクを制御しています。",44,健康と安全,0.303
"また、臨時従業員（無期転換制度に基づく無期雇用転換者（アソシエイト社員）を含
経営会議 報告 監査 む）は含んでいません。",48,労働時間,0.3628
各部門 4 一人あたり研修費用/受講時間は、総社員数（正社員数のみ）より算出。,48,適切な賃金,0.3493
各部門 4 一人あたり研修費用/受講時間は、総社員数（正社員数のみ）より算出。,48,労働時間,0.4006
各部門 4 一人あたり研修費用/受講時間は、総社員数（正社員数のみ）より算出。,48,児童労働,0.3182
"支社 5 障がい者雇用率は、各年度6月1日現在
6 取 締役会平均出席率は、各開催回の出席率の値を計算し、1事業年度分（4月1日〜3月31日）の和を求めたうえで、開催回数で除したものです（小数点以下第2位を四捨五入）。",48,労働時間,0.3004
"支社 5 障がい者雇用率は、各年度6月1日現在
6 取 締役会平均出席率は、各開催回の出席率の値を計算し、1事業年度分（4月1日〜3月31日）の和を求めたうえで、開催回数で除したものです（小数点以下第2位を四捨五入）。",48,障害者の雇用,0.3058
"今後も、適切な情報開示やステークホルダーの皆さま 10年の時を経て、再び東京で展示の機会をいただいたことに喜びを感じるとともに、新しい東京駅の絵に歴
との対話を通じて、企業価値の向上と社会課題の解決の 史を感じてもらえればと思います。",49,健康と安全,0.3366
"今後も、適切な情報開示やステークホルダーの皆さま 10年の時を経て、再び東京で展示の機会をいただいたことに喜びを感じるとともに、新しい東京駅の絵に歴
との対話を通じて、企業価値の向上と社会課題の解決の 史を感じてもらえればと思います。",49,平等と機会,0.3214
"これらは本誌の作成時点において入手可能な情報、予測や作成時 株式会社ゆうちょ銀行
点における仮定に基づいた当行の判断等によって記述されたものであり、将来の業績を保証するものではなく、リスクと不確実性を内包するものです。",49,健康と安全,0.3394
