sentence,page,topic,similarity
"それでも、人々が暮らしているリアル に私たちが新たなビジネスモデルを見出すこともできるは
な空間の重要性が落ちているわけではありません。",16,労働時間,0.3044
"それでも、人々が暮らしているリアル に私たちが新たなビジネスモデルを見出すこともできるは
な空間の重要性が落ちているわけではありません。",16,ロビー活動,0.3179
"会の中では、エネルギーを供給するための発電所や送電網 社会が複雑化し、同時に地域や国、お客さまごとに課題
が不可欠です。",16,エネルギー,0.3311
"会の中では、エネルギーを供給するための発電所や送電網 社会が複雑化し、同時に地域や国、お客さまごとに課題
が不可欠です。",16,水の消費と取水,0.3282
"例えばCO 2回収では、CO 2の回収、輸送、貯留およ
ていきたいと考えています。",16,水の消費と取水,0.3161
"水素の活用についても、技術
スとしては成り立たず、価値創造につながらない場面も増 やコストを共有し合う仕組みづくりが必要です。",16,水の消費と取水,0.3325
"私は、安心を担保する上で根底に におかれましては、引き続きご理解、ご支援を賜りますよう
あるのは信頼関係だと思います。",17,健康と安全,0.35
"そのような資金需要の変動に対しても、しっかりとした財
2021事業計画との対比で、事業投資額は60%以上の増 務規律を保ちつつ適切に対応していく所存です。",20,気候変動への適応,0.3091
"今回の2024事業計画では、ROE12%以上を 識しながら、これからの経営に邁進し、企業価値の向上に
目標としています。",20,健康と安全,0.309
"これは今後のグループの成 ぞれのビジネスユニットの事業環境や収益性に応じて適
長を図る上で非常に重要なポイントと言えるでしょう。",22,健康と安全,0.3554
"このサイクルを繰り返すことで、当社の目指す社会「MISSION
NET ZERO」「安全・安心・快適で持続可能な社会」を実現します。",25,健康と安全,0.3307
"既存 けており、高熱を発する機器を効率よく冷却するための最
分野の強化は設備投資や研究開発に重点を置き、新分野・ 新技術の開発も進めています。",34,健康と安全,0.3013
さまざまなパート Energy Storage）が挙げられます。,34,エネルギー,0.3919
"そのようなお客さまとの取引の拡大に努めることで縦 脱炭素化に向かう流れの中で石炭火力発電は非常に難し
軸が伸び、それが結果として、新規顧客の獲得にもつなが い状況にあります。",35,水の消費と取水,0.3078
"また、私たちの事業領域は非常に広範なの
たちは、長い歴史の中で培われた技術に最先端の知見を で、新規事業の探索の領域も多岐にわたっています。",36,健康と安全,0.3137
"時代 タートアップへの出資も含め、可能性があるところに投資
の変化に応じてカッティングエッヂな知識・技術を組み合 を進めているところです。",36,気候変動への適応,0.358
"それらを支える企業に第一に期 話を伺い、エネルギー関連に加えてITインフラまで、これま
待されるのは安全性・信頼性だと思います。",37,健康と安全,0.3906
"この点につい で貴社が構築されてきた技術やサービスに対する需要が
て、貴社の取り組みを教えていただけますか。",37,労働時間,0.3108
"この分野での 給されなければいけないわけで、私たちはエネルギーの供
取り組み方針についてはいかがでしょうか。",37,エネルギー,0.4313
"当社グループは幅広い製品ラ 末松 ネットゼロの実現とより安全・安心・快適な社
インアップと最適なソリューションを提供することで、お 会の構築に全力を尽くしますので、ぜひご期待ください。",37,健康と安全,0.3491
"CO 2排出量の推移と目標設定
当社グループは、MISSION NET ZEROで、グループの 百万トンとなり、確実に減少しています。",38,空気の汚染,0.3189
"CO 2排出量の推移と目標設定
当社グループは、MISSION NET ZEROで、グループの 百万トンとなり、確実に減少しています。",38,生物および食料資源の汚染,0.3308
"CO 2排出量の推移と目標設定
当社グループは、MISSION NET ZEROで、グループの 百万トンとなり、確実に減少しています。",38,水の消費と取水,0.3029
"これは、国内電力のCO 2排出係数 事業成長を両立することがMISSION NET ZEROの基本的
が上がった影響であり、実際のエネルギー使用量は減少し な考え方です。",38,エネルギー,0.3176
"これは、国内電力のCO 2排出係数 事業成長を両立することがMISSION NET ZEROの基本的
が上がった影響であり、実際のエネルギー使用量は減少し な考え方です。",38,水の消費と取水,0.3401
"各 化は、今後のエネルギー需要構造に大きな影響を与えると
生産プロセスで必要とする理論エネルギー量を算出するこ 予測されています。",39,エネルギー,0.4152
"各 化は、今後のエネルギー需要構造に大きな影響を与えると
生産プロセスで必要とする理論エネルギー量を算出するこ 予測されています。",39,水の消費と取水,0.3602
"各 化は、今後のエネルギー需要構造に大きな影響を与えると
生産プロセスで必要とする理論エネルギー量を算出するこ 予測されています。",39,健康と安全,0.3078
"さらに、Scope1、 開発やM&Aを通じて、データセンターのエネルギー課題解
2を削減する中で直面する課題に対して技術開発テーマを 決に取り組みます。",39,健康と安全,0.3475
"CO 2排出削減を生産性向上や技術開 ヒートポンプが切り札になると考えており、開発に注力して
発の絶好の機会と捉え、単なる追加コストとすることなく います。",39,水の消費と取水,0.3136
"CO 2排出削減を生産性向上や技術開 ヒートポンプが切り札になると考えており、開発に注力して
発の絶好の機会と捉え、単なる追加コストとすることなく います。",39,健康と安全,0.3226
"これにより、経済性の維持、生産性向上、そし
事業特性が異なる複数の産業分野を結びつけて、それぞ てCO 2排出削減を両立できる可能性を確認しました。",41,生物および食料資源の汚染,0.3244
"これにより、経済性の維持、生産性向上、そし
事業特性が異なる複数の産業分野を結びつけて、それぞ てCO 2排出削減を両立できる可能性を確認しました。",41,生物多様性の損失,0.3031
"これにより、経済性の維持、生産性向上、そし
事業特性が異なる複数の産業分野を結びつけて、それぞ てCO 2排出削減を両立できる可能性を確認しました。",41,健康と安全,0.3601
"「既存インフラの脱炭素 分野を対象としたCO 2の回収、輸送・貯留、利用までのソ
化」では、火力発電の高効率化やカーボンフリー燃料への リューションを提供していきます。",42,生物および食料資源の汚染,0.3111
"「既存インフラの脱炭素 分野を対象としたCO 2の回収、輸送・貯留、利用までのソ
化」では、火力発電の高効率化やカーボンフリー燃料への リューションを提供していきます。",42,水の消費と取水,0.3334
"「既存インフラの脱炭素 分野を対象としたCO 2の回収、輸送・貯留、利用までのソ
化」では、火力発電の高効率化やカーボンフリー燃料への リューションを提供していきます。",42,海洋資源の採取と利用,0.3255
"転換を中心として、原子力発電の最大活用への貢献や、製 この特集では、現代社会を支える重要な電力インフラの
鉄などの産業分野での脱炭素化にも取り組んでいます。",42,エネルギー,0.3402
"「水 一つである火力発電システムのエナジートランジションに
素エコシステムの実現」では、水素発電の燃料ともなる水素 ついて説明します。",42,エネルギー,0.3278
"「水 一つである火力発電システムのエナジートランジションに
素エコシステムの実現」では、水素発電の燃料ともなる水素 ついて説明します。",42,水の汚染,0.355
"「水 一つである火力発電システムのエナジートランジションに
素エコシステムの実現」では、水素発電の燃料ともなる水素 ついて説明します。",42,水の消費と取水,0.4256
"火力発電分野におけるエナジートランジションのロードマップ
火力発電の脱炭素化を実現するために、当社グループは 取り組んでいます。",43,エネルギー,0.3429
"下図に示すように、それぞれのソリュー
CO 2を減らす、回収する、出さないという3つのアプローチで ションが着実にCO 2の排出量削減に貢献します。",43,水の汚染,0.3416
"下図に示すように、それぞれのソリュー
CO 2を減らす、回収する、出さないという3つのアプローチで ションが着実にCO 2の排出量削減に貢献します。",43,水の消費と取水,0.3773
"下図に示すように、それぞれのソリュー
CO 2を減らす、回収する、出さないという3つのアプローチで ションが着実にCO 2の排出量削減に貢献します。",43,健康と安全,0.3229
既存の石炭火力発電システムについても、低炭素・脱 て、CO 2の排出量を65%削減できます。,43,生物および食料資源の汚染,0.3369
"これらの産業用の燃焼器開発やオペレーションの経験 チクラスタ燃焼器を使った水素専焼ガスタービンの商用化
を活かし、水素特有の燃焼速度の速さなどに起因する課題 に向けて開発を進めていきます。",44,水の消費と取水,0.3186
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,気候変動,0.3565
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,気候変動への適応,0.3712
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,エネルギー,0.3611
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,生物および食料資源の汚染,0.3501
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,水の消費と取水,0.3
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,循環経済,0.3951
"※ GX（Green Transformation）: 経済産業省が提唱する成長戦略であり、経済成長と環境保護を両立させるために必要な経済社会システム全体
の変革を意味します。",47,健康と安全,0.3933
"多様化するニーズに対してワンストップでソ 強みとし、CO 2回収プラントや中小型CO 2回収装置、O&M
リューションを提供するため、GXセグメントの下に複数の サービスを提供しています。",47,気候変動への適応,0.3304
"多様化するニーズに対してワンストップでソ 強みとし、CO 2回収プラントや中小型CO 2回収装置、O&M
リューションを提供するため、GXセグメントの下に複数の サービスを提供しています。",47,水の消費と取水,0.303
"当社グループやさまざまな 化ニーズに応えるべく、さらなる技術・サービス開発に取り
パートナーの製品や技術を組み合わせて最適な提案を行 組んでいます。",47,健康と安全,0.3274
"ト力はGXセグメントの強みであり、GX事業推進SBUやCO 2
GX事業推進SBUは、水素・アンモニアおよびCCUS※のバ 回収SBUの事業拡大にも活かしていきます。",47,エネルギー,0.3035
"炭素電源への転換など、脱炭素の取り組みを進める方針
EUでは持続可能な経済活動を定義するEUタクソノミー※1 が明記されました。",51,循環経済,0.3366
"200万時間を超える高い製品信頼性を示したことに加え、 スチームパワーは、新設市場の縮小を背景にサービス中
将来のCO 2回収装置の設置や水素焚きガスタービンへの 心の事業にシフトしています。",51,エネルギー,0.316
"200万時間を超える高い製品信頼性を示したことに加え、 スチームパワーは、新設市場の縮小を背景にサービス中
将来のCO 2回収装置の設置や水素焚きガスタービンへの 心の事業にシフトしています。",51,生物および食料資源の汚染,0.3066
"200万時間を超える高い製品信頼性を示したことに加え、 スチームパワーは、新設市場の縮小を背景にサービス中
将来のCO 2回収装置の設置や水素焚きガスタービンへの 心の事業にシフトしています。",51,水の消費と取水,0.307
"200万時間を超える高い製品信頼性を示したことに加え、 スチームパワーは、新設市場の縮小を背景にサービス中
将来のCO 2回収装置の設置や水素焚きガスタービンへの 心の事業にシフトしています。",51,健康と安全,0.3151
"航空エンジン／コンプレッサ／舶用機械
航空エンジンは、渡航制限緩和により再び成長軌道に るべく、製品開発を進めています。",53,健康と安全,0.3106
"戻った航空需要を受け、新設・メンテナンス需要が増大し 舶用機械は、新設市場におけるシェアの維持・拡大と
ています。",53,水の消費と取水,0.3075
"戻った航空需要を受け、新設・メンテナンス需要が増大し 舶用機械は、新設市場におけるシェアの維持・拡大と
ています。",53,海洋資源の採取と利用,0.3309
"く、省エネソリューション市場および燃料転換レトロフィッ
コンプレッサは、オイル&ガス・石油化学プラント向けの ト市場の開拓も推進していきます。",53,生物および食料資源の汚染,0.3266
"く、省エネソリューション市場および燃料転換レトロフィッ
コンプレッサは、オイル&ガス・石油化学プラント向けの ト市場の開拓も推進していきます。",53,健康と安全,0.3279
"今回の2期投資では、工場建 MHIAEL長崎工場
屋を約2倍の1万1,000m2に拡張しました。",53,生物および食料資源の汚染,0.3122
"また、重油に代わるLNGやメタノール燃料の環境対
り、幅広い客先ニーズに応える製品ラインアップの拡充を 応船の建造に取り組んでいます。",55,気候変動への適応,0.3295
"燃焼してもCO 2を排出しないアンモニアは、船舶の脱炭素燃料として期待されて
おり、安定的なクリーンエネルギーとしての将来的な活用が見込まれています。",55,エネルギー,0.3008
"燃焼してもCO 2を排出しないアンモニアは、船舶の脱炭素燃料として期待されて
おり、安定的なクリーンエネルギーとしての将来的な活用が見込まれています。",55,水の消費と取水,0.3145
"燃焼してもCO 2を排出しないアンモニアは、船舶の脱炭素燃料として期待されて
おり、安定的なクリーンエネルギーとしての将来的な活用が見込まれています。",55,健康と安全,0.3391
"ごみ焼却工場の排ガスからのCO 2回収とメタネーションへの利用実証を推進
カーボンニュートラル社会に向けて、廃棄物分野におけるごみ焼却施設の一層の脱炭素化推進が期待されています。",55,空気の汚染,0.3236
"ごみ焼却工場の排ガスからのCO 2回収とメタネーションへの利用実証を推進
カーボンニュートラル社会に向けて、廃棄物分野におけるごみ焼却施設の一層の脱炭素化推進が期待されています。",55,生物および食料資源の汚染,0.3663
"ごみ焼却工場の排ガスからのCO 2回収とメタネーションへの利用実証を推進
カーボンニュートラル社会に向けて、廃棄物分野におけるごみ焼却施設の一層の脱炭素化推進が期待されています。",55,水の消費と取水,0.3006
"本実証試験を通じ、ごみ焼却施設へのCO 2回収装置の本格適用、メタネーションをはじ
めとするCCU技術の向上に取り組み、CO 2資源循環の実現に貢献していきます。",55,生物および食料資源の汚染,0.3173
"本実証試験を通じ、ごみ焼却施設へのCO 2回収装置の本格適用、メタネーションをはじ
めとするCCU技術の向上に取り組み、CO 2資源循環の実現に貢献していきます。",55,水の消費と取水,0.3035
"エンジンは、将来の脱炭素社会に向け、CO 2排出ゼロを
実現する水素エンジンの開発・導入を推進しています。",57,空気の汚染,0.3241
"エンジンは、将来の脱炭素社会に向け、CO 2排出ゼロを
実現する水素エンジンの開発・導入を推進しています。",57,水の汚染,0.3371
"レシプロエンジンは、その機構上、さまざまな燃料を燃焼させることができ、中でも水素専焼エンジンを用いた発電
セットは、純水素を燃料とすることで、燃料消費によるCO 2を排出することなく、分散型電源の脱炭素化に貢献します。",57,エネルギー,0.3432
"レシプロエンジンは、その機構上、さまざまな燃料を燃焼させることができ、中でも水素専焼エンジンを用いた発電
セットは、純水素を燃料とすることで、燃料消費によるCO 2を排出することなく、分散型電源の脱炭素化に貢献します。",57,水の消費と取水,0.3528
"ていますが、中長期的には、旅客需要に合わせて生産機 防衛分野では、スタンドオフ防衛能力をはじめとする複
数、運航機数ともに増加するものと予想しています。",59,健康と安全,0.3539
"私 MISSION NET ZEROは、政府の目標より10年早い2040
が取締役に就任してから1年あまりが経ちましたが、大きな 年にカーボンニュートラルを目指しています。",62,空気の汚染,0.3606
"私 MISSION NET ZEROは、政府の目標より10年早い2040
が取締役に就任してから1年あまりが経ちましたが、大きな 年にカーボンニュートラルを目指しています。",62,水の汚染,0.371
"私 MISSION NET ZEROは、政府の目標より10年早い2040
が取締役に就任してから1年あまりが経ちましたが、大きな 年にカーボンニュートラルを目指しています。",62,生物および食料資源の汚染,0.3275
"私 MISSION NET ZEROは、政府の目標より10年早い2040
が取締役に就任してから1年あまりが経ちましたが、大きな 年にカーボンニュートラルを目指しています。",62,非常に懸念の高い物質,0.3073
"私 MISSION NET ZEROは、政府の目標より10年早い2040
が取締役に就任してから1年あまりが経ちましたが、大きな 年にカーボンニュートラルを目指しています。",62,水の消費と取水,0.3408
"環境と経済は二項対立するもので を向上させることにつながり、不正などのリスクを減らすこ
はなく、両立させていくべきものであって、MISSION NET とにもつながると考えています。",63,生物および食料資源の汚染,0.3056
"環境と経済は二項対立するもので を向上させることにつながり、不正などのリスクを減らすこ
はなく、両立させていくべきものであって、MISSION NET とにもつながると考えています。",63,健康と安全,0.3844
"環境と経済は二項対立するもので を向上させることにつながり、不正などのリスクを減らすこ
はなく、両立させていくべきものであって、MISSION NET とにもつながると考えています。",63,平等と機会,0.3383
"加え、新分野、新技術および新しい顧客・地域への挑戦も続 リスクマネジメントはガバナンスの一環であり、「制度・
ける必要があります。",74,気候変動への適応,0.3215
"加え、新分野、新技術および新しい顧客・地域への挑戦も続 リスクマネジメントはガバナンスの一環であり、「制度・
ける必要があります。",74,健康と安全,0.3147
"係る挑戦に事業上のリスクを伴うこ プロセス」「企業文化」「人材」という各要素が全部整って初
とは当然であり、その軽減能力の高さが企業の業績および めて機能するものと考えています。",74,企業文化,0.3233
"推進にあたっ 一人ひとりが共通の企業文化の下で事業を推進していく必
ては、GCを委員長とする「コンプライアンス委員会」を設置 要があります。",77,企業文化,0.3755
"その結果、両年度とも留意すべき人権リスクは発
であり、当社グループで働く人々は、人種、肌の色、宗教、政 見されませんでした。",80,労働時間,0.3136
"その結果、両年度とも留意すべき人権リスクは発
であり、当社グループで働く人々は、人種、肌の色、宗教、政 見されませんでした。",80,健康と安全,0.3043
"その結果、両年度とも留意すべき人権リスクは発
であり、当社グループで働く人々は、人種、肌の色、宗教、政 見されませんでした。",80,文化的権利,0.3037
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,気候変動への適応,0.312
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,生物および食料資源の汚染,0.3723
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,海洋資源の採取と利用,0.3458
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,絶滅リスク,0.3267
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,労働条件,0.3068
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,健康と安全,0.3384
※2 LEAP: 自然関連のリスクと機会を評価するためのプロセス。,80,平等と機会,0.4113
"発電設備の導入と省エネ・合理化により、2021年比で97.7%削減の目途が付くとともに、工場カーボ
脱炭素社会に向けた ンニュートラル化の実践的なノウハウを獲得した。",82,気候変動への適応,0.3024
"発電設備の導入と省エネ・合理化により、2021年比で97.7%削減の目途が付くとともに、工場カーボ
脱炭素社会に向けた ンニュートラル化の実践的なノウハウを獲得した。",82,生物および食料資源の汚染,0.3301
"発電設備の導入と省エネ・合理化により、2021年比で97.7%削減の目途が付くとともに、工場カーボ
脱炭素社会に向けた ンニュートラル化の実践的なノウハウを獲得した。",82,水の消費と取水,0.3202
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",82,空気の汚染,0.3532
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",82,水の汚染,0.3967
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",82,生物および食料資源の汚染,0.391
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",82,水の消費と取水,0.3484
2040年までにバリューチェーン全体を通じた 2040年までにエネルギー供給側の脱炭素化に資する製品・ • グ ローバルでのCO2回収の事業機会を拡大するため、大手エンジニアリング会社のサイペム社と包括ライセンス契約を締結するなど、パートナリングを拡大した。,82,生物および食料資源の汚染,0.3221
2040年までにエネルギー需要側の省エネ、脱炭素化、省人 • 大手セメントメーカーのハイデルベルク・マテリアルズ社からのCO2回収プラントのFEED受注をはじめ、多様な産業分野における多数のFS/FEED等に対応した。,82,気候変動への適応,0.3155
2040年までにエネルギー需要側の省エネ、脱炭素化、省人 • 大手セメントメーカーのハイデルベルク・マテリアルズ社からのCO2回収プラントのFEED受注をはじめ、多様な産業分野における多数のFS/FEED等に対応した。,82,生物および食料資源の汚染,0.3716
炭素循環に資する新製品・サービスを開発・実証する • 廃棄物の処理・利活用（加水分解）に向けた実証試験や、持続可能な航空燃料（SAF）をはじめとしたカーボンニュートラル燃料の製造技術開発等に取り組んでいる。,82,気候変動への適応,0.3129
炭素循環に資する新製品・サービスを開発・実証する • 廃棄物の処理・利活用（加水分解）に向けた実証試験や、持続可能な航空燃料（SAF）をはじめとしたカーボンニュートラル燃料の製造技術開発等に取り組んでいる。,82,生物および食料資源の汚染,0.3054
炭素循環に資する新製品・サービスを開発・実証する • 廃棄物の処理・利活用（加水分解）に向けた実証試験や、持続可能な航空燃料（SAF）をはじめとしたカーボンニュートラル燃料の製造技術開発等に取り組んでいる。,82,水の消費と取水,0.3115
炭素循環に資する新製品・サービスを開発・実証する • 廃棄物の処理・利活用（加水分解）に向けた実証試験や、持続可能な航空燃料（SAF）をはじめとしたカーボンニュートラル燃料の製造技術開発等に取り組んでいる。,82,海洋資源の採取と利用,0.3237
炭素循環に資する新製品・サービスを開発・実証する • 廃棄物の処理・利活用（加水分解）に向けた実証試験や、持続可能な航空燃料（SAF）をはじめとしたカーボンニュートラル燃料の製造技術開発等に取り組んでいる。,82,健康と安全,0.3087
"また、知能化物流システムの
顧客や利用者に寄り添った便利でサステナブル 顧客課題解決に対応する高度なAI・デジタルソリューションの 開発を継続している。",82,健康と安全,0.3255
CTO クリエイティブな製品を生み出すための • D（I デジタルイノベーション）人材育成計画を策定した。,82,労働時間,0.3054
CTO クリエイティブな製品を生み出すための • D（I デジタルイノベーション）人材育成計画を策定した。,82,児童労働,0.3188
"製品・事業/インフラのレジリエント化
設計・技術の開発、実用化を推進する • 上記シミュレーションでは、2023年9月の台風13号による日立工場の冠水被害を受けて、気候変動シナリオを考慮した豪雨過酷化の影響評価も実施した。",82,気候変動への適応,0.3016
安全・安心な社会の構築 • お 客さまへ提案するプラント建設案件へ防災シミュレーションを適用した。,82,健康と安全,0.3726
CTO • 2023年度のサイバーセキュリティ関連の研究開発投資実績は、2020年度比で2.0倍に増加した。,82,生物および食料資源の汚染,0.3087
CTO • 2023年度のサイバーセキュリティ関連の研究開発投資実績は、2020年度比で2.0倍に増加した。,82,健康と安全,0.3488
"サイバーセキュリティ技術の開発、実用化を推進する
セキュリティ対策の深化 • Charter of Trust※3で定めたセキュリティ基本要件（セキュリティバイデザイン）を制御システムセキュリティ管理者会議で共有した。",82,健康と安全,0.3329
"育の実施等を通じて、多様性の尊重に関する意識の向上を図る
重大災害件数をゼロにする • 2023年度は死亡・重大災害件数ゼロを達成した。",82,生物多様性の損失,0.375
安全で快適な職場の確保 毎年度の労働（休業）災害度数率を、同業種の事業者の平均以 • 休業災害度数率は、同業種の事業者平均より若干高い値になった。,82,労働条件,0.3062
安全で快適な職場の確保 毎年度の労働（休業）災害度数率を、同業種の事業者の平均以 • 休業災害度数率は、同業種の事業者平均より若干高い値になった。,82,労働時間,0.3397
安全で快適な職場の確保 毎年度の労働（休業）災害度数率を、同業種の事業者の平均以 • 休業災害度数率は、同業種の事業者平均より若干高い値になった。,82,健康と安全,0.39
"発電設備の導入と省エネ・合理化により、2021年比で97.7%削減の目途が付くとともに、工場カーボ
脱炭素社会に向けた ンニュートラル化の実践的なノウハウを獲得した。",83,気候変動への適応,0.3024
"発電設備の導入と省エネ・合理化により、2021年比で97.7%削減の目途が付くとともに、工場カーボ
脱炭素社会に向けた ンニュートラル化の実践的なノウハウを獲得した。",83,生物および食料資源の汚染,0.3301
"発電設備の導入と省エネ・合理化により、2021年比で97.7%削減の目途が付くとともに、工場カーボ
脱炭素社会に向けた ンニュートラル化の実践的なノウハウを獲得した。",83,水の消費と取水,0.3202
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",83,空気の汚染,0.3532
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",83,水の汚染,0.3967
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",83,生物および食料資源の汚染,0.391
"バリューチェーン全体の排出量（Scope3+CCUSによる削減貢
エネルギー課題の解決 献）を2030年までに50%削減し（2019年比）、2040年にNet • 2023年のCO2排出量（Scope3カテゴリ11）に関し、2019年比で36%削減を見通している。",83,水の消費と取水,0.3484
