sentence,page,topic,similarity
"この信用を守り、さらに積 続けることで、社会に貢献する新たな価値をいち早く生み出し、
み重ね次の世代に引き継いで、社会の期待に応え、未来への責 まだ無き道を切り拓いていきます。",8,健康と安全,0.3977
"この信用を守り、さらに積 続けることで、社会に貢献する新たな価値をいち早く生み出し、
み重ね次の世代に引き継いで、社会の期待に応え、未来への責 まだ無き道を切り拓いていきます。",8,平等と機会,0.3051
"自動車業界初の、製造まで • 公害や地球温暖化などの環境問題を解決するため、世界に
自動車部が設置され、1935年 含む半導体開発をスタート。",9,健康と安全,0.3224
"当時、日本電装と欧米との技術 み書きするシステム
品は品質的に安定しておらず、開発は難航しました。",9,健康と安全,0.3218
"レーキシステムやエアバッグセンシングシステム、 前方衝突
警報など安全システム製品を次々と実用化。",9,健康と安全,0.4171
"生後、「再びこのような事故は起こさない」という決意を込めて、 100万㎡の額田テスト
同年「安全のデンソー」を標語として制定。",9,健康と安全,0.3158
"多様化する地域ニーズ • 2035年度に「モノづくりにおける完全なカーボンニュートラ
製品につながる多くの革新技術を創出。",10,気候変動への適応,0.3199
"多様化する地域ニーズ • 2035年度に「モノづくりにおける完全なカーボンニュートラ
製品につながる多くの革新技術を創出。",10,生物多様性の損失,0.3444
"環境・安
• Excellent Factory活動開始。",10,健康と安全,0.3106
• 電動化開発と生産体制の強化を行う「電動開発センター」と、 心の企業理念に沿った事業拡大・社会課題解決に取り組む。,10,健康と安全,0.3263
• 環 境経営方針「エコビジョン2005」を策定。,10,気候変動への適応,0.3321
• 環 境経営方針「エコビジョン2005」を策定。,10,エネルギー,0.3048
• 環 境経営方針「エコビジョン2005」を策定。,10,空気の汚染,0.318
• 環 境経営方針「エコビジョン2005」を策定。,10,生物および食料資源の汚染,0.3606
• 環 境経営方針「エコビジョン2005」を策定。,10,循環経済,0.3889
"優れた環境技術 自動運転などの開発を行う「Global R&D Tokyo, Haneda」を • 環境に負荷を与えないクリーンエネルギーである水素の利活
• コア技術を活用し、環境にやさしい暮らしに貢献する製品を を活かし、事業活動でのCO2排出量削減を加速。",10,空気の汚染,0.3203
• 高性能な先進安全システムの開発や、後付け製品による既販 みを加速。,10,健康と安全,0.4471
ニーズに応える当社の技術力が認められ、 飛躍的に生産量 率で環境にやさしい発電や駆動を実現。,10,気候変動への適応,0.3209
ニーズに応える当社の技術力が認められ、 飛躍的に生産量 率で環境にやさしい発電や駆動を実現。,10,エネルギー,0.337
ニーズに応える当社の技術力が認められ、 飛躍的に生産量 率で環境にやさしい発電や駆動を実現。,10,健康と安全,0.3365
"後に市 産台 数が、2021年に2,000万台を達成。",10,生物および食料資源の汚染,0.3176
"BEVの電費向上と、航続距離の延伸に
• 中心極にイリジウム合金を使用 貢献。",10,エネルギー,0.3222
"BEVの電費向上と、航続距離の延伸に
• 中心極にイリジウム合金を使用 貢献。",10,水の消費と取水,0.3088
"BEVの電費向上と、航続距離の延伸に
• 中心極にイリジウム合金を使用 貢献。",10,海洋資源の使用,0.3071
"• 単眼カメラとミリ波レーダを使用した先進安全システム
「Global Safety Package 1」を開発。",10,健康と安全,0.4687
2020 電 動化開発と生産体制の強化を行う「電動開発センター」を開設。,12,エネルギー,0.331
2020 電 動化開発と生産体制の強化を行う「電動開発センター」を開設。,12,健康と安全,0.3199
2022 Q Rコード®の開発とグローバルでの普及が高く評価され、IEEEコーポレートイノベーション賞を受賞。,12,健康と安全,0.36
2022 Q Rコード®の開発とグローバルでの普及が高く評価され、IEEEコーポレートイノベーション賞を受賞。,12,平等と機会,0.3018
"DENSO Mk-Dは、従来の疑似量子技術で限界といわれた100万変数規模の実問題への対応を大幅に更新し、世界で初
は深刻な半導体不足に陥りました。",12,水の汚染,0.3186
"DENSO Mk-Dは、従来の疑似量子技術で限界といわれた100万変数規模の実問題への対応を大幅に更新し、世界で初
は深刻な半導体不足に陥りました。",12,生物および食料資源の汚染,0.3134
"DENSO Mk-Dは、従来の疑似量子技術で限界といわれた100万変数規模の実問題への対応を大幅に更新し、世界で初
は深刻な半導体不足に陥りました。",12,マイクロプラスチック,0.3035
"このようなモノづくりへのこだわりにより、研究開発で構想した世界最先端技
ス、ソフトウェアと領域を拡大させながらそれぞれの領域を磨き上げ、最適なバランスで組み合わせる 術を製品として形づくり、世の中に届けてきました。",13,健康と安全,0.3658
1995 電 子制御式燃料噴射システム（コモンレールシステム）を世界初の量産化。,13,循環経済,0.344
"中でも自動運転技術に必要とされる高性能デジタル半導体（SoC： System
持続可能な社会の実現に向け、様々な産業分野で「サーキュラーエコノミー」への転換が求められています。",13,健康と安全,0.3142
"*2. 水平リサイクル：使用済み製品を資源にして、同じ製品に利用するリサイクルシステム
22 23",13,生物および食料資源の汚染,0.358
"*2. 水平リサイクル：使用済み製品を資源にして、同じ製品に利用するリサイクルシステム
22 23",13,水の消費と取水,0.363
"*2. 水平リサイクル：使用済み製品を資源にして、同じ製品に利用するリサイクルシステム
22 23",13,海洋資源の使用,0.3449
"*2. 水平リサイクル：使用済み製品を資源にして、同じ製品に利用するリサイクルシステム
22 23",13,海洋資源の採取と利用,0.3634
"*2. 水平リサイクル：使用済み製品を資源にして、同じ製品に利用するリサイクルシステム
22 23",13,循環経済,0.3675
"品質 人・組織 工場CO2総排出量（2020年度比）： 環境負荷の低減と高効率な移動を実現し、
• 基盤技術固めと、風通しの • 社員エンゲージメントの向上 カーボンニュートラル社会の カーボンニュートラル 地球にやさしく持続可能な社会づくりに貢献する。",16,空気の汚染,0.352
"品質 人・組織 工場CO2総排出量（2020年度比）： 環境負荷の低減と高効率な移動を実現し、
• 基盤技術固めと、風通しの • 社員エンゲージメントの向上 カーボンニュートラル社会の カーボンニュートラル 地球にやさしく持続可能な社会づくりに貢献する。",16,生物および食料資源の汚染,0.3287
"加えて、社会の 2030年における社会変化とデンソーにとっての重点取り組み
情報化・知能化の進展、地政学リスクなどにより、人々の価値観が多様化し、社会課題も複雑化しています。",17,気候変動への適応,0.3102
"加えて、社会の 2030年における社会変化とデンソーにとっての重点取り組み
情報化・知能化の進展、地政学リスクなどにより、人々の価値観が多様化し、社会課題も複雑化しています。",17,水の汚染,0.3227
"加えて、社会の 2030年における社会変化とデンソーにとっての重点取り組み
情報化・知能化の進展、地政学リスクなどにより、人々の価値観が多様化し、社会課題も複雑化しています。",17,生物および食料資源の汚染,0.3555
"加えて、社会の 2030年における社会変化とデンソーにとっての重点取り組み
情報化・知能化の進展、地政学リスクなどにより、人々の価値観が多様化し、社会課題も複雑化しています。",17,健康と安全,0.332
"これらのキー
の課題に加え、脱炭素対応、交通渋滞緩和など循環型社会の実現やエネルギーバランスの最適化など多くの課題を解決すべく、 ワードに沿って、デンソーにとってのリスクと機会を分析し、重点取り組みを導き出しています。",17,気候変動への適応,0.324
"これらのキー
の課題に加え、脱炭素対応、交通渋滞緩和など循環型社会の実現やエネルギーバランスの最適化など多くの課題を解決すべく、 ワードに沿って、デンソーにとってのリスクと機会を分析し、重点取り組みを導き出しています。",17,健康と安全,0.3396
"これらのキー
の課題に加え、脱炭素対応、交通渋滞緩和など循環型社会の実現やエネルギーバランスの最適化など多くの課題を解決すべく、 ワードに沿って、デンソーにとってのリスクと機会を分析し、重点取り組みを導き出しています。",17,平等と機会,0.3146
"事業環境認識で想定した社会予測やSDGsを含む様々な社会課題の中から、持続可能な社会の実現の 社会課題それぞれについて、社会にとっての重要度と経営上の重要度を評価し、第三者からのご意見、アドバイスなどを参考に
ために、重要度が高くデンソーが特に貢献できる分野として「環境」「安心」「企業基盤」の3つを掲げています。",18,健康と安全,0.3409
"※ クレジット活用あり
環境 • クルマの電動化に貢献し、CO2を可能な限り削減します。",18,エネルギー,0.3416
"※ クレジット活用あり
環境 • クルマの電動化に貢献し、CO2を可能な限り削減します。",18,水の汚染,0.3126
"※ クレジット活用あり
環境 • クルマの電動化に貢献し、CO2を可能な限り削減します。",18,循環経済,0.3703
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,エネルギー,0.3507
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,水の汚染,0.3581
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,生物および食料資源の汚染,0.3176
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,水の消費と取水,0.3535
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,海洋資源の使用,0.4294
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,海洋資源の採取と利用,0.3579
資源有効利用◎ • クリーンエネルギーである水素を利活用する技術によって、社会全体のカーボンニュートラルに貢献します。,18,循環経済,0.3739
自由快適な移動の提供◎ • 安心な空気環境のニーズに応え、快適な空間を提供します。,18,気候変動,0.3129
自由快適な移動の提供◎ • 安心な空気環境のニーズに応え、快適な空間を提供します。,18,気候変動への適応,0.3776
自由快適な移動の提供◎ • 安心な空気環境のニーズに応え、快適な空間を提供します。,18,気候変動の緩和,0.3115
自由快適な移動の提供◎ • 安心な空気環境のニーズに応え、快適な空間を提供します。,18,空気の汚染,0.3409
自由快適な移動の提供◎ • 安心な空気環境のニーズに応え、快適な空間を提供します。,18,健康と安全,0.3569
"ADAS売上収益
• お客様に信頼され、ご満足いただける安心・安全で高品質な製品を提供します。",18,健康と安全,0.3895
"2024年度より重大災害件数へ変更 海外G*5：44.5点 海外G：44.0点
• サプライヤーと共に、環境問題、人権問題、コンプライアンスなどに配慮した事業活動を推進します。",18,気候変動への適応,0.3174
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,エネルギー,0.31
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,空気の汚染,0.3393
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,水の汚染,0.3665
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,生物および食料資源の汚染,0.379
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,水の消費と取水,0.3367
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,生物多様性の損失,0.3039
"2021年度には「2035年度にモノづくりにおける完全なカーボン
能エネルギーを使って生成したグリーン水素の利活用によって、生産の過程で発生するCO2排出量を削減することで、モノづくりにおける ニュートラルの達成」を宣言、バリューチェーン全体のカーボンニュートラル実現に向け取り組みを加速しています。",21,健康と安全,0.3233
モビリティ製品 ② * WB2°C： “Well Below 2°C”の略。,21,水の汚染,0.3349
モビリティ製品 ② * WB2°C： “Well Below 2°C”の略。,21,生物および食料資源の汚染,0.3174
モビリティ製品 ② * WB2°C： “Well Below 2°C”の略。,21,労働条件,0.3026
モビリティ製品 ② * WB2°C： “Well Below 2°C”の略。,21,健康と安全,0.3381
モビリティ製品 ② * WB2°C： “Well Below 2°C”の略。,21,児童労働,0.3303
① 省エネ ③ に 生 よ 産 る 供 省 給 エ 革 ネ 新 新的な創エネ技術の開発を進めています。,21,エネルギー,0.3359
"デンソーは自動化やICTなど、モビリティ領域で培った技術を活用するこ （インフラ連携） 域を連携制御させることで、人の状態に応じた運転支援システムを
とで、働く人を支援し、誰もが安心して新たな価値創出にチャレンジできる社会を実現します。",22,健康と安全,0.3529
"総合力 収益力
電動化とADASの両分野は、環境・安心の理念と持続的な成長 半導体分野では、主に電動車の航続距離延伸に貢献するパ 価値を創出してきました。",24,エネルギー,0.345
"総合力 収益力
電動化とADASの両分野は、環境・安心の理念と持続的な成長 半導体分野では、主に電動車の航続距離延伸に貢献するパ 価値を創出してきました。",24,健康と安全,0.4668
他にも、電源システム、操舵・制動、熱マネジメントといった、エ Carbide LLCに新規出資しました。,24,エネルギー,0.3692
他にも、電源システム、操舵・制動、熱マネジメントといった、エ Carbide LLCに新規出資しました。,24,健康と安全,0.3011
また、さらなる安全価 クルマの知能化に対応するためのコア技術と位置付け、開発力 要です。,24,健康と安全,0.3351
"縮小や撤退は短期的には痛みも伴いますが、次の成長
事業ポートフォリオ入れ替えの全体像 値の提供に向け、検知範囲や対象を拡大した次世代製品投入 を強化していきます。",24,生物および食料資源の汚染,0.3088
"縮小や撤退は短期的には痛みも伴いますが、次の成長
事業ポートフォリオ入れ替えの全体像 値の提供に向け、検知範囲や対象を拡大した次世代製品投入 を強化していきます。",24,健康と安全,0.3286
"ソフトウェアがクルマやサービスの価値を と新たな社会価値創出に貢献する”総仕上”として、全社一丸と
の目途付けも完了し、2025年度には事故カバー率を56%まで 飛躍的に高めるSoftware Defined Vehicles（以下、SDV）の なり敢行しています。",24,健康と安全,0.3367
"2024年度も縮減ペースを緩めず、 安全性と効率性のバランスを確保した上で、資本コストを低減 となる2,000億円としました。",26,生物および食料資源の汚染,0.3119
"2024年度も縮減ペースを緩めず、 安全性と効率性のバランスを確保した上で、資本コストを低減 となる2,000億円としました。",26,水の消費と取水,0.3368
"2024年度も縮減ペースを緩めず、 安全性と効率性のバランスを確保した上で、資本コストを低減 となる2,000億円としました。",26,生物多様性の損失,0.3116
"2024年度も縮減ペースを緩めず、 安全性と効率性のバランスを確保した上で、資本コストを低減 となる2,000億円としました。",26,健康と安全,0.3909
"その結果、キャッシュ創出においては、コロナ禍や半導体不 軸に、中長期の事業リスク低減と事業機会拡大のため、非財務
24 し、安定的な資金調達基盤を維持しています。",26,健康と安全,0.3425
"こうした活動により、
18 19 20 21 22 23 25（年度） 今後も現在の高い財務安全性を維持しながら、借入・社債を のキャッシュ創出を見込んでいます。",26,健康と安全,0.3426
"投入面では、設備投資は各事業の成長性と収益性を踏まえ、 特許保有件数は約39,000件と、次世代に向けた提供価値の向
（3）在庫の適正化 規律を持ってコントロールしていきます。",26,海洋資源の採取と利用,0.3197
"ただし、当 全体に新陳代謝のダイナミズムが失われる中、ほかならぬ自動
古い産業構造に風穴を開ける覚悟が必要です。",27,生物多様性の損失,0.3257
"より大規模かつ高難度なソフトウェア設計が 2004年からニューヨークに駐在し、GM、Ford、VW、Renaultなど欧・米自動車セ
クターを担当。",27,健康と安全,0.3106
"2030年
の向上と、事業・経営戦略実現に必要な人財の質・量の充足（人 ものという意識を醸成。",29,生物および食料資源の汚染,0.3261
"2030年
の向上と、事業・経営戦略実現に必要な人財の質・量の充足（人 ものという意識を醸成。",29,海洋資源の採取と利用,0.3307
"働き方になっていた実務職（一般職）制度を2024年度 また、働く基盤となる社員の身体・心の健康や育児・介護と仕 チャレンジ（社内副業）を新設し、2024年度内に約20人が挑戦
（株）デンソーでも、全社員・全職場を対象としたエンゲージ に初めて刷新。",29,労働条件,0.3072
"働き方になっていた実務職（一般職）制度を2024年度 また、働く基盤となる社員の身体・心の健康や育児・介護と仕 チャレンジ（社内副業）を新設し、2024年度内に約20人が挑戦
（株）デンソーでも、全社員・全職場を対象としたエンゲージ に初めて刷新。",29,健康と安全,0.3028
"働き方になっていた実務職（一般職）制度を2024年度 また、働く基盤となる社員の身体・心の健康や育児・介護と仕 チャレンジ（社内副業）を新設し、2024年度内に約20人が挑戦
（株）デンソーでも、全社員・全職場を対象としたエンゲージ に初めて刷新。",29,児童労働,0.3094
"2024年度にはITデジタルツールの高度活用
メント調査を毎年実施し、調査結果を科学的アプローチで分析 し、評価・研修・働き方などのバリアをなくすことで、 健康相談体制を強化し、個人にフィットした保健指導による改善 人財を50%とすることを目標に、取り組みを強化しています。",29,健康と安全,0.3196
"環境変化を
各階層で対応に全力を尽くし、階層内で CASE・生産基盤への戦略的な投資で体質強化を図っています。",30,気候変動への適応,0.4224
"環境変化を
各階層で対応に全力を尽くし、階層内で CASE・生産基盤への戦略的な投資で体質強化を図っています。",30,生物および食料資源の汚染,0.3223
"開発し、社内導入だけにとどまらず、オープンソース化して広く
自社で開発したF-IoTシステムを、国内・海外のグループ会社 一般にも公開しています。",31,健康と安全,0.3445
現場発信でのアプリ開発を促進するソフトウェア工房 手人財育成にも積極的に取り組み、モノづくり産業におけるデ 「環境と安心」の企業理念に基づき、国内外の社会課題の解決 リードする取り組みに挑戦しています。,31,健康と安全,0.3637
"さらには、昨今クローズ
や、デジタル人財の育成、AIを活用したノウハウ蓄積・利活用（ナ ジタルの実装促進にも貢献していきます。",31,海洋資源の採取と利用,0.3166
"今後もツールの進化・展開を 異常品は正常品と、 性能が高いものは
共同活用に取り組み、社会全体で最適な物流基盤の整備と活用の仕組みづくりを進めています。",31,健康と安全,0.3205
このようにして生み出した資産を有効に活用 デンソーは成長・新領域での研究開発を重点的に行い、また、 づいた知財投資を実現する活動を推進しています。,32,海洋資源の採取と利用,0.3622
"やエネルギーマネジメント、ユーザーニーズに応じたクルマの し、先端技術研究を通じた世界初製品の創出や、成長領域への 社会課題解決に貢献する価値創造ストーリーやコア技術を見定 これらの活動を通じ、自動車事業における環境領域や安心領
バージョンアップへの対応など、ソフトウェアが新たなモビリティ 投入を通じたCASE分野での拡販、他社活用可能特許の増産な め、将来のビジョンに基づいた知財ポートフォリオをバックキャ 域で、デンソーの特許価値スコア*は増大し続けています。",32,健康と安全,0.3048
"また、燃焼エンジンや排ガス浄化技術の開発に携 電動化分野では、各国のエネルギー事情・市場に最適な選択
性を保っています。",33,気候変動への適応,0.3396
"また、燃焼エンジンや排ガス浄化技術の開発に携 電動化分野では、各国のエネルギー事情・市場に最適な選択
性を保っています。",33,エネルギー,0.3087
"生成AIの性能は、「学習するデータの質と 高度化・デジタル化、AIを活用した設計の自動化などにより、 に対して、全事業グループが利益の一部を供出・全社で再配分 安心領域
し、組織をまたいだ混成チームで推進するものです。",33,健康と安全,0.3043
"また、 顔での移動を実現するためには、安全を担保した上で、アプリ
市場のニーズは多様化・複雑化しています。",34,健康と安全,0.3691
"車載ソフトのコード数は2030年には2020年比 ソフト人財が枯渇する中、各社が個別に開発していては、クルマ
普及していきます。",34,種の個体数,0.3153
2022年には、ロジック半導体の性能を決定 デンソーの競争力は、「実装力：最先端技術を使いこなし大 エコシステム構築に取り組んでいます。,34,エネルギー,0.3262
"さらに、長年の車載ソフト開発の知見を、製品開発に携わる ソフト開発の大規模化に伴い、一つのプロジェクトに関わる
性能ロジック半導体であるSoCと単一ECUに使われるマイコン BEV向けには、電力損失を大幅低減できるSiC製を供給して 誰もが効率的に活用できるよう、評価検証だけでなく設計プロ エンジニアは1,000人を超えます。",34,健康と安全,0.323
"いわば、家づくりから巨大ビ
（MCU）、ECU全般に使われるASIC、モータを駆動するための いきます。",34,マイクロプラスチック,0.3108
"これらヒ
車載半導体の市場規模は、2030年には2020年比で3.5倍に 晶成長速度を高速化し、生産コスト30%削減を目指します。",34,生物および食料資源の汚染,0.3248
"これらヒ
車載半導体の市場規模は、2030年には2020年比で3.5倍に 晶成長速度を高速化し、生産コスト30%削減を目指します。",34,マイクロプラスチック,0.3023
"これらヒ
車載半導体の市場規模は、2030年には2020年比で3.5倍に 晶成長速度を高速化し、生産コスト30%削減を目指します。",34,健康と安全,0.3142
"基 プロセス変革を進め、組織力・競争力を高めることで持続可能
幹情報のデジタル化で、工程・分野間の情報連携を飛躍的に進 な成長を目指します。",35,生物および食料資源の汚染,0.3028
"とで業務の効率化とコスト削減を実現し、現場の余力・活力を デンソーの事業・組織にデジタルの力を実装することで、競争
創出します。",35,エネルギー,0.3123
"中長期的には現場で生まれた余力・活力を活用し、 力を高め、さらに社会に価値を提供できる企業へと変革させて
総智・総力でデジタル変革を推進し、事業を支える全社の業務 いきます。",35,エネルギー,0.3937
"特に気候変動は、今まで培ってきた環境技術を応用した革新的な 96万t-CO2e（Scope１・2） るとともに、社員と地域が協働で、事業所地域固有の生態系保 ＜バリューチェーン＞
製品を開発・普及させることで、自然資本への負の影響の最小化に貢献できます。",36,気候変動,0.4222
"特に気候変動は、今まで培ってきた環境技術を応用した革新的な 96万t-CO2e（Scope１・2） るとともに、社員と地域が協働で、事業所地域固有の生態系保 ＜バリューチェーン＞
製品を開発・普及させることで、自然資本への負の影響の最小化に貢献できます。",36,気候変動への適応,0.457
"特に気候変動は、今まで培ってきた環境技術を応用した革新的な 96万t-CO2e（Scope１・2） るとともに、社員と地域が協働で、事業所地域固有の生態系保 ＜バリューチェーン＞
製品を開発・普及させることで、自然資本への負の影響の最小化に貢献できます。",36,気候変動の緩和,0.4247
"特に気候変動は、今まで培ってきた環境技術を応用した革新的な 96万t-CO2e（Scope１・2） るとともに、社員と地域が協働で、事業所地域固有の生態系保 ＜バリューチェーン＞
製品を開発・普及させることで、自然資本への負の影響の最小化に貢献できます。",36,空気の汚染,0.3599
"特に気候変動は、今まで培ってきた環境技術を応用した革新的な 96万t-CO2e（Scope１・2） るとともに、社員と地域が協働で、事業所地域固有の生態系保 ＜バリューチェーン＞
製品を開発・普及させることで、自然資本への負の影響の最小化に貢献できます。",36,土壌汚染,0.3169
"特に気候変動は、今まで培ってきた環境技術を応用した革新的な 96万t-CO2e（Scope１・2） るとともに、社員と地域が協働で、事業所地域固有の生態系保 ＜バリューチェーン＞
製品を開発・普及させることで、自然資本への負の影響の最小化に貢献できます。",36,生物および食料資源の汚染,0.3459
"（再エネ利用比率36.8%）
利用や環境負荷低減など、様々な角度から、地球環境の維持と経済価値創出を 性と事業活動の関わりを正確に把握し、必要な対策を行うこと 分析・評価の結果は下記の通りです。",36,海洋資源の採取と利用,0.3065
「エコビジョン2025」で *1. 欧州ELV指令：End-of-Life Vehicles（廃車）指令の略。,36,エネルギー,0.3117
「エコビジョン2025」で *1. 欧州ELV指令：End-of-Life Vehicles（廃車）指令の略。,36,空気の汚染,0.3401
「エコビジョン2025」で *1. 欧州ELV指令：End-of-Life Vehicles（廃車）指令の略。,36,水の汚染,0.3437
「エコビジョン2025」で *1. 欧州ELV指令：End-of-Life Vehicles（廃車）指令の略。,36,生物および食料資源の汚染,0.363
「エコビジョン2025」で *1. 欧州ELV指令：End-of-Life Vehicles（廃車）指令の略。,36,水の消費と取水,0.3093
「エコビジョン2025」で *1. 欧州ELV指令：End-of-Life Vehicles（廃車）指令の略。,36,健康と安全,0.302
"時間軸は特に長期（20年
of Chemicalsの略。",36,非常に懸念の高い物質,0.325
"時間軸は特に長期（20年
of Chemicalsの略。",36,労働時間,0.3628
"2007年6月1日に発効した化学物質の総合的な登録、評価、認
2022年度（3年前倒し）、グループ会社でも2023年度（2年前 可、制限の法規 後）を重視しました。",36,生物および食料資源の汚染,0.3647
"*4. ネイチャーポジティブ：生物多様性の損失を食い止め回復軌道へと転換させること
68 69",36,生物および食料資源の汚染,0.3882
"*4. ネイチャーポジティブ：生物多様性の損失を食い止め回復軌道へと転換させること
68 69",36,生物多様性の損失,0.5545
"*4. ネイチャーポジティブ：生物多様性の損失を食い止め回復軌道へと転換させること
68 69",36,絶滅リスク,0.3148
"*4. ネイチャーポジティブ：生物多様性の損失を食い止め回復軌道へと転換させること
68 69",36,動物福祉,0.3263
"したがって、財務計画
気候変動が事業に及ぼす影響の把握と気候関連の機会とリス 移行リスクはIEA「World Energy Outlook」のシナリオ「B2DS」 ました。",37,気候変動,0.4008
"したがって、財務計画
気候変動が事業に及ぼす影響の把握と気候関連の機会とリス 移行リスクはIEA「World Energy Outlook」のシナリオ「B2DS」 ました。",37,気候変動への適応,0.4328
"したがって、財務計画
気候変動が事業に及ぼす影響の把握と気候関連の機会とリス 移行リスクはIEA「World Energy Outlook」のシナリオ「B2DS」 ました。",37,気候変動の緩和,0.3594
