sentence,page,topic,similarity
"特集 2 ： CHRO ・社外取締役対談
SNSを通じた当社と退職者もしくは退職者同士のネットワーク形成や、ネットワークを通じた退職 北口： 私は新規事業の難しさと面白さを感じています。",52,健康と安全,0.3187
"SECTION 5: 企業データ
んでいます。",52,生物および食料資源の汚染,0.3106
"中山： 私の本業である採用業務とクロスケット案件は相性がいいと思っているので、主体的にコラボ
レーションを起こし、今後もクロスケットでの活動を直接本業に還元させていきたいです。",52,健康と安全,0.3223
"中山： 私の本業である採用業務とクロスケット案件は相性がいいと思っているので、主体的にコラボ
レーションを起こし、今後もクロスケットでの活動を直接本業に還元させていきたいです。",52,児童労働,0.3216
"新しい事業に取り組む際に初めから万事うまくいく SECTION 4: 事業ポートフォリオ
には、デジタル技術とイノベーションは不可欠です。",54,健康と安全,0.3187
"我々は継続的にクリーンなデータを入手し、そのデータ グリーン戦略
学び、挑戦し直し、そして成功している良い例です。",55,水の消費と取水,0.3036
"我々は継続的にクリーンなデータを入手し、そのデータ グリーン戦略
学び、挑戦し直し、そして成功している良い例です。",55,海洋資源の採取と利用,0.3153
"それらのインフラを使って専任のデータ・ バッテリー技術を使い、企業や家庭が自家用のエネルギーを メッセージ
管理やデジタル面における経営課題はありますか。",55,エネルギー,0.3771
"それらのインフラを使って専任のデータ・ バッテリー技術を使い、企業や家庭が自家用のエネルギーを メッセージ
管理やデジタル面における経営課題はありますか。",55,水の消費と取水,0.3692
"それらのインフラを使って専任のデータ・ バッテリー技術を使い、企業や家庭が自家用のエネルギーを メッセージ
管理やデジタル面における経営課題はありますか。",55,健康と安全,0.3071
"SEL社のグローバルテクノロジー部門には また、社員全員の生産性を高められるようにすること、データ 対してサービスを提供することになり、その過程でデータ管 人財戦略
115人の人員が在籍しています。",55,健康と安全,0.3541
"SEL社のグローバルテクノロジー部門には また、社員全員の生産性を高められるようにすること、データ 対してサービスを提供することになり、その過程でデータ管 人財戦略
115人の人員が在籍しています。",55,児童労働,0.3183
"我々の事業では調達
元である発電事業者の発電量や顧客の消費量の把握、自社の 大本：SEL社の成長に丸紅はどのように貢献していますか。",55,水の消費と取水,0.4121
"我々の事業では調達
元である発電事業者の発電量や顧客の消費量の把握、自社の 大本：SEL社の成長に丸紅はどのように貢献していますか。",55,健康と安全,0.3102
"第一に挙げられるのは、資本と信用を与えて 規模・小規模事業においても、 SEL 社のデジタルとイノベーショ
でデータの活用が非常に もらっていることです。",55,水の消費と取水,0.3102
"第一に挙げられるのは、資本と信用を与えて 規模・小規模事業においても、 SEL 社のデジタルとイノベーショ
でデータの活用が非常に もらっていることです。",55,健康と安全,0.3292
"を解決することが、当社の企業グループとしての成長に繋
現在、世界は急速な変化と未曾有の課題に直面してい 法令遵守や倫理的行動の徹底により企業としての信頼 がります。",59,健康と安全,0.3193
"SECTION 2: 価値創造の実践
リスクの低減を図っています。",62,絶滅リスク,0.3419
"このリスク評価手法を用いて、グループ内やサプライヤーのサス 環境 気候変動／環境汚染／生物多様性／資源管理／対策・管理手順（環境）
テナビリティ調査を実施しています。",63,気候変動への適応,0.3663
"このリスク評価手法を用いて、グループ内やサプライヤーのサス 環境 気候変動／環境汚染／生物多様性／資源管理／対策・管理手順（環境）
テナビリティ調査を実施しています。",63,空気の汚染,0.3067
"このリスク評価手法を用いて、グループ内やサプライヤーのサス 環境 気候変動／環境汚染／生物多様性／資源管理／対策・管理手順（環境）
テナビリティ調査を実施しています。",63,水の汚染,0.3186
"このリスク評価手法を用いて、グループ内やサプライヤーのサス 環境 気候変動／環境汚染／生物多様性／資源管理／対策・管理手順（環境）
テナビリティ調査を実施しています。",63,生物および食料資源の汚染,0.3971
"このリスク評価手法を用いて、グループ内やサプライヤーのサス 環境 気候変動／環境汚染／生物多様性／資源管理／対策・管理手順（環境）
テナビリティ調査を実施しています。",63,海洋資源の使用,0.3007
"このリスク評価手法を用いて、グループ内やサプライヤーのサス 環境 気候変動／環境汚染／生物多様性／資源管理／対策・管理手順（環境）
テナビリティ調査を実施しています。",63,健康と安全,0.3008
"2019 年 2 月に SECTION 1: 丸紅の価値創造
は TCFD 提言に賛同の意を表明し、気候変動に関連する社会の変化を「先取り」すると同時に、「成長機会の創出」と「リスク低減」に努めています。",64,気候変動への適応,0.3909
"2019 年 2 月に SECTION 1: 丸紅の価値創造
は TCFD 提言に賛同の意を表明し、気候変動に関連する社会の変化を「先取り」すると同時に、「成長機会の創出」と「リスク低減」に努めています。",64,気候変動の緩和,0.3414
"ガス火力は、2030年までは現状と同水準を維持す SECTION 1: 丸紅の価値創造
増加。",66,エネルギー,0.3345
"SECTION 2: 価値創造の実践
カーボンプライシングの導入・強化などにより、化石燃料の利用に係る費用の増加。",66,水の消費と取水,0.3229
"SECTION 2: 価値創造の実践
カーボンプライシングの導入・強化などにより、化石燃料の利用に係る費用の増加。",66,海洋資源の採取と利用,0.3229
"SECTION 5: 企業データ
機会への対応 新規石炭火力発電事業には取り組まない。",66,気候変動への適応,0.3189
※ IEA SDSデータは、2020年の代わりに2019年のデータを参照。,66,エネルギー,0.3042
※ IEA SDSデータは、2020年の代わりに2019年のデータを参照。,66,水の汚染,0.3038
※ IEA SDSデータは、2020年の代わりに2019年のデータを参照。,66,水の消費と取水,0.3046
（2024年3月期） ※4 EU ETS：欧州連合域内排出量取引制度（EU Emissions Trading System）。,67,エネルギー,0.3042
（2024年3月期） ※4 EU ETS：欧州連合域内排出量取引制度（EU Emissions Trading System）。,67,空気の汚染,0.3398
（2024年3月期） ※4 EU ETS：欧州連合域内排出量取引制度（EU Emissions Trading System）。,67,循環経済,0.3502
"環境・社会配慮型の木質資源の供給に加えて、森林の環境価値を最大化する価値創造型ビジネス SECTION 2: 価値創造の実践
の創出を目指します。",68,生物および食料資源の汚染,0.3161
"商品調達方針 適切に管理された森林から生産された木材およびその関連製品の調達を推進し、森林資源の持続的な活 ❶既存森林資産による炭素蓄積量の増大に向けた取り組み CAO メッセージ
（森林由来製品） 用を実現するため、商品調達方針を策定しています。",68,海洋資源の採取と利用,0.3008
"丸紅グループは、「人権を尊重し、コミュニティとの共発展に貢献」 SECTION 1: 丸紅の価値創造
することを環境・社会マテリアリティの一つとして特定しています。",69,健康と安全,0.3227
"丸紅グループは、「人権を尊重し、コミュニティとの共発展に貢献」 SECTION 1: 丸紅の価値創造
することを環境・社会マテリアリティの一つとして特定しています。",69,平等と機会,0.3274
"丸紅グループは、「人権を尊重し、コミュニティとの共発展に貢献」 SECTION 1: 丸紅の価値創造
することを環境・社会マテリアリティの一つとして特定しています。",69,文化的権利,0.3172
"丸紅グループは、「人権を尊重し、コミュニティとの共発展に貢献」 SECTION 1: 丸紅の価値創造
することを環境・社会マテリアリティの一つとして特定しています。",69,企業文化,0.3004
"私は内閣府総合科学技術・イノベーション会議の議員
事業を行うなど、自社の身の丈や知見・経験を踏まえて事業ポートフォリオを形成していく点で安心感 として府省庁間連携を、また大学でも大学間統合による新たな価値創造を推進してきました。",76,健康と安全,0.3241
"❹ 報酬水準と構成比率
取締役の報酬水準は、優秀な人財の獲得・保持が可能となる競争力ある報酬水準となるように、外部専門機関の客観的な報酬調査データ等と比較検討を行い、適切な報酬水準を設定します。",79,適切な賃金,0.3348
"発注元企業の名義やブランド名で販売される 社会産業・金融グループ
• ラ イフスタイル関連商品の調達先および消費者接点を持つ Circ, Inc（. 米国） 製品を生産すること。",86,健康と安全,0.3163
"社会産業・金融グループ
※2 e-メタン：非化石エネルギー源を原料として製造された合成メタン。",94,エネルギー,0.4073
"社会産業・金融グループ
※2 e-メタン：非化石エネルギー源を原料として製造された合成メタン。",94,マイクロプラスチック,0.3099
"社会産業・金融グループ
※2 e-メタン：非化石エネルギー源を原料として製造された合成メタン。",94,循環経済,0.3426
※2 B V2 u X il ： din E g V 、 の 電 車 力 載 系 蓄 統 電 に 池 調 を 整 利 力を 用 供 し 給 て す 建 る 物 V に eh 電 ic 気 le を to 供 G 給 rid す な る ど V 。,96,エネルギー,0.3212
"ehicle to 成長に向けた機会とリスク SECTION 5: 企業データ
※3 EPC：Engineering, Procurement and Constructionの略。",96,エネルギー,0.3285
"ehicle to 成長に向けた機会とリスク SECTION 5: 企業データ
※3 EPC：Engineering, Procurement and Constructionの略。",96,水の消費と取水,0.3045
"ehicle to 成長に向けた機会とリスク SECTION 5: 企業データ
※3 EPC：Engineering, Procurement and Constructionの略。",96,絶滅リスク,0.3526
"ehicle to 成長に向けた機会とリスク SECTION 5: 企業データ
※3 EPC：Engineering, Procurement and Constructionの略。",96,健康と安全,0.3701
"インフラ 成長に向けた機会とリスク
設備・プラントの一括納入請負。",97,絶滅リスク,0.3057
"インフラ 成長に向けた機会とリスク
設備・プラントの一括納入請負。",97,平等と機会,0.3474
"※7 株主総利回り＝（各事業年度末日の株価＋当事業年度の4事業年度前から各事業年度までの1株当たりの配当額の累計額）／当事業年
※2 営業利益＝売上総利益＋販売費及び一般管理費＋貸倒引当金繰入額。",104,水の消費と取水,0.3026
その他環境データ ※6 丸紅単体。,106,土壌汚染,0.302
なお、2024年3月期の組織変更に伴い、2023年3月期 ※6 2023年12月にMarubeni Aviation Parts Trading LLCからMarubeni Aviation Asset Investment LLCに社名変更。,111,海洋資源の使用,0.3235
