sentence,page,topic,similarity
"SAFは、持続可能な原料(トウモロコ より、GHG排出量Scope 3のカテゴリー4 (輸送、配送(上流))、およびカテ
シやサトウキビなどの植物や飲食店・家庭で排出される廃食油など)から製 ゴリー9 (輸送、配送(下流))におけるGHG排出量削減につながっています。",37,水の汚染,0.3089
"SAFは、持続可能な原料(トウモロコ より、GHG排出量Scope 3のカテゴリー4 (輸送、配送(上流))、およびカテ
シやサトウキビなどの植物や飲食店・家庭で排出される廃食油など)から製 ゴリー9 (輸送、配送(下流))におけるGHG排出量削減につながっています。",37,生物および食料資源の汚染,0.3695
"SAFは、持続可能な原料(トウモロコ より、GHG排出量Scope 3のカテゴリー4 (輸送、配送(上流))、およびカテ
シやサトウキビなどの植物や飲食店・家庭で排出される廃食油など)から製 ゴリー9 (輸送、配送(下流))におけるGHG排出量削減につながっています。",37,水の消費と取水,0.3026
"SAFは、持続可能な原料(トウモロコ より、GHG排出量Scope 3のカテゴリー4 (輸送、配送(上流))、およびカテ
シやサトウキビなどの植物や飲食店・家庭で排出される廃食油など)から製 ゴリー9 (輸送、配送(下流))におけるGHG排出量削減につながっています。",37,健康と安全,0.3084
"ここで決定される重点活動テーマを基に各事業所 レベルアップを図り、安心・安全な職場環境の実現を目指 FY2017 FY2018 FY2019 FY2020 FY2021 FY2022 FY2023
の安全衛生委員会で年間目標や計画を策定し、安全衛生 しています。",46,健康と安全,0.4399
"*RBA（Responsible Business Alliance）： *２：ア ドバンテストグループ（グローバル）
電子部品メーカーを中心に設立された世界最大のCSRイニシアチブ。",46,健康と安全,0.3084
"労働、安全衛生、環境 労働時間管理を行わない国・地域は、標準就業日数、平均在籍人数から総実労働時間を
保全、企業倫理などの行動規範を掲げ、サプライチェーンにわたってその実現を目指す。",46,労働条件,0.3167
"労働、安全衛生、環境 労働時間管理を行わない国・地域は、標準就業日数、平均在籍人数から総実労働時間を
保全、企業倫理などの行動規範を掲げ、サプライチェーンにわたってその実現を目指す。",46,労働時間,0.4042
"労働、安全衛生、環境 労働時間管理を行わない国・地域は、標準就業日数、平均在籍人数から総実労働時間を
保全、企業倫理などの行動規範を掲げ、サプライチェーンにわたってその実現を目指す。",46,健康と安全,0.377
"この活動は、The INTEGRITY Awardのシステムと連携しており、アワードに同僚を推薦した
人道支援 11,210 人と推薦された人の両方が「、植林の証明書」を受け取れる仕組みとなっています。",47,健康と安全,0.3454
"この活動は、The INTEGRITY Awardのシステムと連携しており、アワードに同僚を推薦した
人道支援 11,210 人と推薦された人の両方が「、植林の証明書」を受け取れる仕組みとなっています。",47,平等と機会,0.3094
"定例の取締役会は、１度につき３〜５時間程度行い、重要事
この他、株主の皆さまとの対話を促進するために、以下の取 項について十分な時間をかけて議論しています。",50,労働時間,0.3046
